OBJECTID,plz,ags,ort,landkreis,bundesland,einwohner,note,SHAPE_Length,SHAPE_Area
7443,17214,13071001,Alt Schwerin,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,1593,17214 Nossentiner HÃ¼tte,78701.9178115403,269070753.637532
7444,84431,09183120,Heldenstein,Landkreis Mühldorf am Inn,Bayern,3390,84431 Heldenstein,64035.5305734848,89526304.8659624
7445,08485,14523170,Lengenfeld,Vogtlandkreis,Sachsen,7645,08485 Lengenfeld,65151.7123711074,116021911.829383
7446,94333,09278123,Geiselhöring,Landkreis Straubing-Bogen,Bayern,6554,94333 GeiselhÃ¶ring,108096.402507345,229806106.347781
7447,93104,09375191,Riekofen,Landkreis Regensburg,Bayern,2716,93104 SÃ¼nching,68041.4726716304,100251180.454586
7448,04179,14713000,Leipzig,,Sachsen,14550,04179 Leipzig,30119.9298055412,19151746.9060078
7449,18190,13072091,Sanitz,Landkreis Rostock,Mecklenburg-Vorpommern,5725,18190 Sanitz,95857.1764338558,238770836.03322
7450,18311,13073075,Ribnitz-Damgarten,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,15157,18311 Ribnitz-Damgarten,122260.709540356,259974751.868123
7451,93192,09372169,Wald,Landkreis Cham,Bayern,2813,93192 Wald,85040.5172369449,88167406.4820819
7452,14727,12063244,Premnitz,Landkreis Havelland,Brandenburg,8663,14727 Premnitz,67437.7849239995,124057128.436359
7453,84544,09183113,Aschau am Inn,Landkreis Mühldorf am Inn,Bayern,3087,84544 Aschau a. Inn,47371.5736748387,46707287.8119756
7454,06869,15091060,Coswig (Anhalt),Landkreis Wittenberg,Sachsen-Anhalt,10698,06869 Coswig (Anhalt),137501.096161957,555913928.151461
7455,04519,14730250,Rackwitz,Landkreis Nordsachsen,Sachsen,4933,04519 Rackwitz,68761.1008731549,92307010.0166485
7456,84178,09274145,Kröning,Landkreis Landshut,Bayern,1963,84178 KrÃ¶ning,74312.1044305377,90251089.6829875
7457,83233,09187118,Bernau am Chiemsee,Landkreis Rosenheim,Bayern,6629,83233 Bernau a. Chiemsee,55732.8883803712,59481476.1689581
7458,83559,09183118,Gars am Inn,Landkreis Mühldorf am Inn,Bayern,420,83559 Gars a. Inn,24218.6572648402,16582331.5583419
7459,92696,09374122,Flossenbürg,Landkreis Neustadt an der Waldnaab,Bayern,1624,92696 FlossenbÃ¼rg,41977.0822119842,55747972.3209913
7460,04177,14713000,Leipzig,,Sachsen,16855,04177 Leipzig,17620.8524984842,7556042.94693296
7461,08427,14524060,Fraureuth,Landkreis Zwickau,Sachsen,5331,08427 Fraureuth,46702.5562951935,56240328.4714083
7462,08496,14523280,Neumark,Vogtlandkreis,Sachsen,3070,08496 Neumark,39783.1846976865,43028843.3427394
7463,06774,15082241,Muldestausee,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,12097,06774 Muldestausee,134268.509597745,358882558.427858
7464,84109,09274191,Wörth a.d. Isar,Landkreis Landshut,Bayern,2440,84109 WÃ¶rth a.d. Isar,19225.1111059588,11069698.0359759
7465,04229,14713000,Leipzig,,Sachsen,30475,04229 Leipzig,19064.9282260845,15040440.354006
7466,93109,09375209,Wiesent,Landkreis Regensburg,Bayern,2505,93109 Wiesent,50631.035617698,62226781.0145596
7467,92545,09376148,Niedermurach,Landkreis Schwandorf,Bayern,1266,92545 Niedermurach,53920.3685380605,70920411.5848735
7468,84539,09183112,Ampfing,Landkreis Mühldorf am Inn,Bayern,7207,84539 Ampfing,94002.1850476696,108638441.188944
7469,84564,09183132,Oberbergkirchen,Landkreis Mühldorf am Inn,Bayern,1642,84564 Oberbergkirchen,63134.0862313745,62183363.6562436
7470,04416,14729260,Markkleeberg,Landkreis Leipzig,Sachsen,23530,04416 Markkleeberg,60098.7908033592,80209256.3483761
7471,93189,09372149,Reichenbach,Landkreis Cham,Bayern,1194,93189 Reichenbach,44294.1049346982,24548281.1684685
7472,83530,09189142,Schnaitsee,Landkreis Traunstein,Bayern,3517,83530 Schnaitsee,80752.6596944461,136986286.903542
7473,04575,14729320,Neukieritzsch,Landkreis Leipzig,Sachsen,7178,"04575 Neukieritzsch, Deutzen",84199.6777107832,138418039.707527
7474,84152,09279127,Mengkofen,Landkreis Dingolfing-Landau,Bayern,5861,84152 Mengkofen,112513.856701241,194478609.872563
7475,93086,09375210,Wörth an der Donau,Landkreis Regensburg,Bayern,4454,93086 WÃ¶rth an der Donau,84655.0504165206,121370137.065072
7476,06772,15091110,Gräfenhainichen,Landkreis Wittenberg,Sachsen-Anhalt,4909,06772 GrÃ¤fenhainichen,65834.099553779,98939511.3055668
7477,93179,09375120,Brennberg,Landkreis Regensburg,Bayern,1924,93179 Brennberg,55715.6226460554,70989058.6177508
7478,83132,09189137,Pittenhart,Landkreis Traunstein,Bayern,1647,83132 Pittenhart,54231.5736877398,62154943.0578669
7479,92552,09376171,Teunz,Landkreis Schwandorf,Bayern,1907,92552 Teunz,61484.7477199278,72591737.3422139
7480,84187,09274188,Weng,Landkreis Landshut,Bayern,1374,84187 Weng,33604.491863447,35844837.6137921
7481,92445,09376146,Neukirchen-Balbini,Landkreis Schwandorf,Bayern,1149,92445 Neukirchen-Balbini,78844.6534571322,113241799.544048
7482,17213,13071036,Fünfseen,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,8783,17213 Malchow u.a.,116816.888808607,389423841.178463
7483,08209,14523020,Auerbach/Vogtland,Vogtlandkreis,Sachsen,19698,08209 Auerbach/Vogtl.,96463.5836395006,137003455.004684
7484,83259,09189141,Schleching,Landkreis Traunstein,Bayern,1663,83259 Schleching,46141.2189430271,99762230.3352475
7485,83119,09189133,Obing,Landkreis Traunstein,Bayern,3975,83119 Obing,73624.8843449312,97850444.6484849
7486,08459,14524210,Neukirchen/Pleiße,Landkreis Zwickau,Sachsen,4294,08459 Neukirchen/PleiÃŸe,37029.6621645373,42208196.3758918
7487,18195,13072021,Cammin,Landkreis Rostock,Mecklenburg-Vorpommern,6773,"18195 Tessin, Grammow u.a.",158554.138189996,502927771.477293
7488,04105,14713000,Leipzig,,Sachsen,15890,04105 Leipzig,18670.4722768447,12445783.7908455
7489,06773,15091110,Gräfenhainichen,Landkreis Wittenberg,Sachsen-Anhalt,8107,06773 GrÃ¤fenhainichen,105757.00571688,249208324.92809
7490,04603,16077008,Göhren,Landkreis Altenburger Land,Thüringen,10356,"04603 Nobitz, GÃ¶hren, Windischleuba",25139.104606637,21691856.4605085
7491,04277,14713000,Leipzig,,Sachsen,21625,04277 Leipzig,28300.1273725319,21005429.0407209
7492,95698,09377142,Neualbenreuth,Landkreis Tirschenreuth,Bayern,1427,95698 Neualbenreuth,66094.8298473135,121007836.099277
7493,04155,14713000,Leipzig,,Sachsen,16245,04155 Leipzig,11502.9584133315,5664991.30830454
7494,04564,14729040,Böhlen,Landkreis Leipzig,Sachsen,6704,04564 BÃ¶hlen,56852.0616296759,69087850.3844918
7495,83125,09187125,Eggstätt,Landkreis Rosenheim,Bayern,2784,83125 EggstÃ¤tt,56590.8968942761,54186908.0488638
7496,04109,14713000,Leipzig,,Sachsen,11607,04109 Leipzig,13518.2421640653,6372514.20350187
7497,92697,09374123,Georgenberg,Landkreis Neustadt an der Waldnaab,Bayern,1385,92697 Georgenberg,62680.6506780567,87903410.1337821
7498,04157,14713000,Leipzig,,Sachsen,22275,04157 Leipzig,17908.0327801571,10033140.6977279
7499,84155,09274120,Bodenkirchen,Landkreis Landshut,Bayern,5268,84155 Bodenkirchen,94097.7109161319,140720462.228855
7500,95671,09377112,Bärnau,Landkreis Tirschenreuth,Bayern,3320,95671 BÃ¤rnau,83803.1373932546,178483981.986857
7501,93194,09372170,Walderbach,Landkreis Cham,Bayern,2073,93194 Walderbach,64343.5613877629,81795128.9968034
7502,93109,09375209,Wiesent,Landkreis Regensburg,Bayern,2505,93109 Wiesent,385.503802249535,7141.77130291353
7503,84555,09183122,Jettenbach,Landkreis Mühldorf am Inn,Bayern,705,84555 Jettenbach,22645.3630012368,20529540.3295556
7504,83254,09187121,Breitbrunn am Chiemsee,Landkreis Rosenheim,Bayern,1553,83254 Breitbrunn a. Chiemsee,41568.9322277076,17926797.5245992
7505,84183,09279130,Niederviehbach,Landkreis Dingolfing-Landau,Bayern,2453,84183 Niederviehbach,56443.8463042607,67616511.3276968
7506,84175,09274135,Gerzen,Landkreis Landshut,Bayern,2602,84175 Gerzen,64140.1797273818,90350324.9395674
7507,18337,13073055,Marlow,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,4794,18337 Marlow,133471.516801378,409020525.202105
7508,04565,14729360,Regis-Breitingen,Landkreis Leipzig,Sachsen,4164,04565 Regis-Breitingen,47578.9033731612,67725216.1131991
7509,04639,16077012,Gößnitz,Landkreis Altenburger Land,Thüringen,5353,04639 GÃ¶ÃŸnitz,59907.9092806574,78256952.9903654
7510,92709,09374137,Moosbach,Landkreis Neustadt an der Waldnaab,Bayern,2504,92709 Moosbach,82392.126513753,152568903.174134
7511,93099,09375171,Mötzing,Landkreis Regensburg,Bayern,1582,93099 MÃ¶tzing,53766.3368516267,83198175.5679237
7512,04107,14713000,Leipzig,,Sachsen,11601,04107 Leipzig,12030.0796212183,4226661.49075838
7513,04275,14713000,Leipzig,,Sachsen,22189,04275 Leipzig,16434.4310268184,6952143.15826841
7514,14774,12051000,Brandenburg an der Havel,,Brandenburg,6621,14774 Brandenburg/ Havel,91203.9606797894,169076832.972233
7515,92542,09376122,Dieterskirchen,Landkreis Schwandorf,Bayern,1013,92542 Dieterskirchen,58354.7144532113,56883190.7982712
7516,08267,14523160,Klingenthal,Vogtlandkreis,Sachsen,1380,08267 Klingenthal,37372.0286103429,52665819.34851
7517,08228,14523360,Rodewisch,Vogtlandkreis,Sachsen,6817,08228 Rodewisch,56585.2159625685,66454576.5970064
7518,92714,09374147,Pleystein,Landkreis Neustadt an der Waldnaab,Bayern,2473,92714 Pleystein,73063.3796178484,100898658.496956
7519,93199,09372167,Zell,Landkreis Cham,Bayern,1851,93199 Zell,68819.9673719262,76785248.2132555
7520,93426,09372153,Roding,Landkreis Cham,Bayern,11267,93426 Roding,128574.055273574,279884623.686522
7521,08236,14523090,Ellefeld,Vogtlandkreis,Sachsen,2806,08236 Ellefeld,27775.8886285645,11085712.9899068
7522,04129,14713000,Leipzig,,Sachsen,11601,04129 Leipzig,17715.726008297,11803405.4790169
7523,04600,16077001,Altenburg,Landkreis Altenburger Land,Thüringen,34093,04600 Altenburg,92531.4816194916,115079683.643913
7524,04279,14713000,Leipzig,,Sachsen,15023,04279 Leipzig,19740.6416084054,15035771.1254038
7525,84573,09183143,Schönberg,Landkreis Mühldorf am Inn,Bayern,953,84573 SchÃ¶nberg,51985.0266464584,57417396.8796731
7526,83224,09189120,Grassau,Landkreis Traunstein,Bayern,7437,83224 Grassau,74934.3076809124,122384755.517304
7527,08115,14524170,Lichtentanne,Landkreis Zwickau,Sachsen,6724,08115 Lichtentanne,50059.3605057389,67901807.456911
7528,92526,09376151,Oberviechtach,Landkreis Schwandorf,Bayern,4958,92526 Oberviechtach,95063.6100463917,147614606.045947
7529,04603,16077008,Göhren,Landkreis Altenburger Land,Thüringen,10356,"04603 Nobitz, GÃ¶hren, Windischleuba",210053.775404193,304839377.405762
7530,04103,14713000,Leipzig,,Sachsen,13502,04103 Leipzig,22426.6334592051,11246299.9963582
7531,84478,09183148,Waldkraiburg,Landkreis Mühldorf am Inn,Bayern,21345,84478 Waldkraiburg,51659.2868560388,48564653.37189
7532,04356,14713000,Leipzig,,Sachsen,2286,04356 Leipzig,53537.9044703365,52883038.1173251
7533,84164,09279128,Moosthenning,Landkreis Dingolfing-Landau,Bayern,4692,84164 Moosthenning,94453.3669378714,161057321.304626
7534,04347,14713000,Leipzig,,Sachsen,19258,04347 Leipzig,26824.9897401424,19258905.0531248
7535,14778,12069018,Beetzsee,Landkreis Potsdam-Mittelmark,Brandenburg,7663,"14778 Beetzsee, Wollin, Wenzlow, Golzow u.a.",117770.045042588,236751577.340295
7536,95695,09377139,Mähring,Landkreis Tirschenreuth,Bayern,1849,95695 MÃ¤hring,77157.6150067074,175515240.78304
7537,84559,09183124,Kraiburg,Landkreis Mühldorf am Inn,Bayern,3904,84559 Kraiburg a. Inn,70373.2046228591,62049251.9663435
7538,04315,14713000,Leipzig,,Sachsen,15780,04315 Leipzig,11208.1370105082,5049426.15310415
7539,04571,14729370,Rötha,Landkreis Leipzig,Sachsen,6095,04571 RÃ¶tha,80460.8099482699,118050468.746215
7540,04317,14713000,Leipzig,,Sachsen,17627,04317 Leipzig,12870.6085402315,5449704.92209558
7541,83257,09187138,Gstadt am Chiemsee,Landkreis Rosenheim,Bayern,1153,83257 Gstadt a. Chiemsee,35756.0727017629,23736570.5630375
7542,84180,09279124,Loiching,Landkreis Dingolfing-Landau,Bayern,3467,84180 Loiching,73961.7918787711,88925730.8611814
7543,08262,14523245,Muldenhammer,Vogtlandkreis,Sachsen,3340,08262 Muldenhammer,72177.8184136931,137953651.597347
7544,04357,14713000,Leipzig,,Sachsen,14336,04357 Leipzig,18450.6918080423,13051222.0874867
7545,84574,09183145,Taufkirchen,Landkreis Mühldorf am Inn,Bayern,1390,84574 Taufkirchen,62025.1029510069,56738168.8669667
7546,17194,13071047,Grabowhöfe,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,4430,"17194 GrabowhÃ¶fe, Moltzow u.a.",196282.327324966,762109244.881162
7547,04299,14713000,Leipzig,,Sachsen,14268,04299 Leipzig,19064.5199812754,11751618.0754294
7548,94368,09278172,Perkam,Landkreis Straubing-Bogen,Bayern,1558,94368 Perkam,32151.2198987386,32909788.6678807
7549,04617,16077005,Fockendorf,Landkreis Altenburger Land,Thüringen,10908,"04617 Rositz, Starkenberg, Treben",51782.2184256739,62351182.0509647
7550,04463,14729190,Großpösna,Landkreis Leipzig,Sachsen,5338,04463 GroÃŸpÃ¶sna,68972.3091485415,105616401.448139
7551,04289,14713000,Leipzig,,Sachsen,9279,04289 Leipzig,21739.2103809633,15771698.070768
7552,83250,09189129,Marquartstein,Landkreis Traunstein,Bayern,3172,83250 Marquartstein,32440.6941847047,29637197.4444968
7553,83370,09189143,Seeon-Seebruck,Landkreis Traunstein,Bayern,1761,83370 Seeon-Seebruck,49723.5361349075,53222642.806802
7554,14798,12069270,Havelsee,Landkreis Potsdam-Mittelmark,Brandenburg,3432,14798 Havelsee,103028.623375615,220742474.089157
7555,04318,14713000,Leipzig,,Sachsen,14218,04318 Leipzig,20059.1232802379,8890288.07596879
7556,83256,09187123,Chiemsee,Landkreis Rosenheim,Bayern,244,83256 Chiemsee,61991.5201639523,135427001.669878
7557,93191,09372150,Rettenbach,Landkreis Cham,Bayern,1775,93191 Rettenbach,66284.9768497968,63099595.6374445
7558,83246,09189160,Unterwössen,Landkreis Traunstein,Bayern,3450,83246 UnterwÃ¶ssen,45715.5324330572,88761584.3356725
7559,08058,14524330,Zwickau,Landkreis Zwickau,Sachsen,20025,08058 Zwickau,70832.2130923412,103979809.606854
7560,08393,14524050,Dennheritz,Landkreis Zwickau,Sachsen,17865,08393 Meerane,75042.0492819023,122680173.73411
7561,93167,09372125,Falkenstein,Landkreis Cham,Bayern,3251,93167 Falkenstein,82926.3079445508,106048133.343405
7562,08144,14524110,Hirschfeld,Landkreis Zwickau,Sachsen,1224,08144 Hirschfeld,40435.5038990554,47098294.8913964
7563,92554,09376172,Thanstein,Landkreis Schwandorf,Bayern,1015,92554 Thanstein,52353.5154343443,65597103.122708
7564,84168,09274112,Aham,Landkreis Landshut,Bayern,1932,84168 Aham,69641.0429764163,86381471.2727832
7565,04349,14713000,Leipzig,,Sachsen,8168,04349 Leipzig,31262.5509694291,35789123.2697325
7566,83358,09189143,Seeon-Seebruck,Landkreis Traunstein,Bayern,1215,83358 Seeon-Seebruck,33712.2821487524,24030636.969226
7567,83361,09189126,Kienberg,Landkreis Traunstein,Bayern,1375,83361 Kienberg,52064.4909997226,50991813.2198714
7568,84494,09183125,Lohkirchen,Landkreis Mühldorf am Inn,Bayern,9278,84494 Neumarkt-Sankt Veit,157630.527842921,287969596.46029
7569,08060,14524330,Zwickau,Landkreis Zwickau,Sachsen,15263,08060 Zwickau,24159.5285691242,23078243.0511704
7570,17168,13072041,Groß Wüstenfelde,Landkreis Rostock,Mecklenburg-Vorpommern,4915,"17168 JÃ¶rdenstorf, Prebberede u.a.",161187.172662812,591288688.771191
7571,94369,09278177,Rain,Landkreis Straubing-Bogen,Bayern,2728,94369 Rain,40323.2140813236,33041414.3246155
7572,06901,15091160,Kemberg,Landkreis Wittenberg,Sachsen-Anhalt,10641,06901 Kemberg,187590.274963734,618455212.719574
7573,84546,09183115,Egglkofen,Landkreis Mühldorf am Inn,Bayern,1230,84546 Egglkofen,42777.3425123965,31748421.1927199
7574,83236,09189159,Übersee,Landkreis Traunstein,Bayern,4851,83236 Ãœbersee,48877.3202635811,67729341.7184483
7575,08248,14523160,Klingenthal,Vogtlandkreis,Sachsen,8003,08248 Klingenthal/Sa.,43632.5949319888,71050315.4288366
7576,16868,12068477,Wusterhausen/Dosse,Landkreis Ostprignitz-Ruppin,Brandenburg,3329,16868 Wusterhausen,58018.2957498269,99223284.9483166
7577,17166,13072003,Alt Sührkow,Landkreis Rostock,Mecklenburg-Vorpommern,12718,"17166 Dahmen, GroÃŸ Wokern, Teterow",169151.456076047,644784685.462282
7578,04316,14713000,Leipzig,,Sachsen,7578,04316 Leipzig,27266.7581871028,24038563.5630543
7579,08056,14524330,Zwickau,Landkreis Zwickau,Sachsen,19241,08056 Zwickau,42560.0794738218,35304886.3274718
7580,08107,14524100,Hartmannsdorf bei Kirchberg,Landkreis Zwickau,Sachsen,10169,08107 Kirchberg,92131.1994978687,165558383.111078
7581,08237,14523380,Steinberg,Vogtlandkreis,Sachsen,2949,08237 Steinberg,43797.9342833949,50467345.199623
7582,84130,09279112,Dingolfing,Landkreis Dingolfing-Landau,Bayern,17839,84130 Dingolfing,66834.675161719,100987049.310367
7583,84562,09183127,Mettenheim,Landkreis Mühldorf am Inn,Bayern,3420,84562 Mettenheim,57770.9514849636,61169231.2077594
7584,94339,09278146,Leiblfing,Landkreis Straubing-Bogen,Bayern,4004,94339 Leiblfing,103402.537773198,180242470.452805
7585,04328,14713000,Leipzig,,Sachsen,4101,04328 Leipzig,16215.521101496,8027423.3651064
7586,14806,12069020,Bad Belzig,Landkreis Potsdam-Mittelmark,Brandenburg,12212,14806 Belzig,183241.852450183,740324787.551693
7587,18375,13073012,Born a. Darß,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,3462,18375 Prerow a. DarÃŸ,107226.941063498,243577641.646572
7588,18334,13073007,Bad Sülze,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,5014,18334 Bad SÃ¼lze,217670.871371155,587212971.914428
7589,83342,09189149,Tacherting,Landkreis Traunstein,Bayern,5502,83342 Tacherting,71280.8282800272,112267221.275496
7590,08064,14524330,Zwickau,Landkreis Zwickau,Sachsen,10169,08064 Zwickau,35892.6544868199,43731002.2920559
7591,94356,09278141,Kirchroth,Landkreis Straubing-Bogen,Bayern,3657,94356 Kirchroth,67636.2168927102,99139210.2722071
7592,04288,14713000,Leipzig,,Sachsen,11173,04288 Leipzig,38886.3579188061,56202722.4259605
7593,94345,09278112,Aholfing,Landkreis Straubing-Bogen,Bayern,1712,94345 Aholfing,44764.7196910747,50146761.1984714
7594,83242,09189139,Reit im Winkl,Landkreis Traunstein,Bayern,2372,83242 Reit im Winkl,59105.9722999492,158353602.604969
7595,04329,14713000,Leipzig,,Sachsen,14607,04329 Leipzig,21163.9358570389,11523279.2909277
7596,14772,12051000,Brandenburg an der Havel,,Brandenburg,19451,14772 Brandenburg/ Havel,48702.000142806,92599671.1796347
7597,83352,09189111,Altenmarkt an der Alz,Landkreis Traunstein,Bayern,4231,83352 Altenmarkt a.d. Alz,55163.6781299345,58270147.0484828
7598,92559,09376178,Winklarn,Landkreis Schwandorf,Bayern,1440,92559 Winklarn,55009.7016584542,79703348.9825874
7599,04552,14729050,Borna,Landkreis Leipzig,Sachsen,19802,04552 Borna,75103.5671333612,155924126.44181
7600,92693,09374118,Eslarn,Landkreis Neustadt an der Waldnaab,Bayern,2802,92693 Eslarn,77879.6498166574,131221461.010682
7601,92726,09374164,Waidhaus,Landkreis Neustadt an der Waldnaab,Bayern,2302,92726 Waidhaus,63911.5907171334,88870197.9021244
7602,08062,14524330,Zwickau,Landkreis Zwickau,Sachsen,13382,08062 Zwickau,13488.7366597427,8842604.61613555
7603,14776,12051000,Brandenburg an der Havel,,Brandenburg,23481,14776 Brandenburg/Havel,109199.590916148,285439678.698019
7604,93426,09372153,Roding,Landkreis Cham,Bayern,11267,93426 Roding,3236.76414888829,370591.485627754
7605,84453,09183128,Mühldorf a. Inn,Landkreis Mühldorf am Inn,Bayern,16849,84453 MÃ¼hldorf a. Inn,62526.6031365363,66437986.1678605
7606,93491,09372161,Stamsried,Landkreis Cham,Bayern,2185,93491 Stamsried,60748.6023833841,101895925.543728
7607,08304,14521540,Schönheide,Erzgebirgskreis,Sachsen,4949,08304 SchÃ¶nheide,62858.5727529369,71298522.5435107
7608,04425,14730300,Taucha,Landkreis Nordsachsen,Sachsen,14164,04425 Taucha,51715.5038033384,85231106.3710559
7609,04319,14713000,Leipzig,,Sachsen,10874,04319 Leipzig,43979.7678417874,44892989.0269701
7610,14770,12051000,Brandenburg an der Havel,,Brandenburg,22112,14770 Brandenburg/ Havel,30432.5941285185,43283005.8658909
7611,08147,14524040,Crinitzberg,Landkreis Zwickau,Sachsen,2091,08147 Crinitzberg,38970.812815285,46579029.3347503
7612,84549,09189115,Engelsberg,Landkreis Traunstein,Bayern,2612,84549 Engelsberg,56893.3612118839,76535936.7332689
7613,94348,09278117,Atting,Landkreis Straubing-Bogen,Bayern,1660,94348 Atting,35112.3301851127,34476792.3309169
7614,18317,13073077,Saal,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,1572,18317 Saal,84271.0465409049,143790133.006527
7615,84570,09183136,Polling,Landkreis Mühldorf am Inn,Bayern,3291,84570 Polling,81162.2186861524,98630017.2906808
7616,84140,09277121,Gangkofen,Landkreis Rottal-Inn,Bayern,6463,84140 Gangkofen,130030.130928072,247120582.311537
7617,92539,09376160,Schönsee,Landkreis Schwandorf,Bayern,2591,92539 SchÃ¶nsee,79637.4297693479,119217232.078734
7618,84163,09279126,Marklkofen,Landkreis Dingolfing-Landau,Bayern,3579,84163 Marklkofen,75177.9321193408,92761758.2994633
7619,94344,09278197,Wiesenfelden,Landkreis Straubing-Bogen,Bayern,3604,94344 Wiesenfelden,89408.6580765266,181637857.432853
7620,84565,09183134,Oberneukirchen,Landkreis Mühldorf am Inn,Bayern,862,84565 Oberneukirchen,37658.5902321624,44054236.5589337
7621,08328,14521600,Stützengrün,Erzgebirgskreis,Sachsen,3585,08328 StÃ¼tzengrÃ¼n,53047.3442742327,69707487.4780195
7622,93185,09372142,Michelsneukirchen,Landkreis Cham,Bayern,1786,93185 Michelsneukirchen,71128.1665285338,76614205.7966512
7623,92444,09372154,Rötz,Landkreis Cham,Bayern,3388,92444 RÃ¶tz,81207.1710110576,156918893.726968
7624,83376,09189143,Seeon-Seebruck,Landkreis Traunstein,Bayern,1560,83376 Seeon-Seebruck,31832.950324632,29287421.4630335
7625,94315,09263000,Straubing,,Bayern,44503,94315 Straubing,86779.8907812221,157079168.668489
7626,08112,14524320,Wilkau-Haßlau,Landkreis Zwickau,Sachsen,10577,08112 Wilkau-HaÃŸlau,39093.2542662299,31541650.7460457
7627,94351,09278121,Feldkirchen,Landkreis Straubing-Bogen,Bayern,1819,94351 Feldkirchen,51610.3558176193,52170244.7305379
7628,84160,09279115,Frontenhausen,Landkreis Dingolfing-Landau,Bayern,4428,84160 Frontenhausen,62081.9056528501,69310297.8287814
7629,08132,14524200,Mülsen,Landkreis Zwickau,Sachsen,11925,08132 MÃ¼lsen,79759.8660638246,126660471.073661
7630,04838,14730080,Doberschütz,Landkreis Nordsachsen,Sachsen,27928,04838 Eilenburg u.a.,175661.01503813,706848133.266775
7631,06886,15091375,Wittenberg,Landkreis Wittenberg,Sachsen-Anhalt,36835,06886 Wittenberg,95922.5247050482,174337792.091351
7632,08371,14524080,Glauchau,Landkreis Zwickau,Sachsen,23623,08371 Glauchau,76491.4528778629,129138025.066357
7633,04849,14730020,Bad Düben,Landkreis Nordsachsen,Sachsen,10313,04849 Bad DÃ¼ben,142135.637772029,309018587.689646
7634,18320,13073001,Ahrenshagen-Daskow,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,3611,"18320 Ahrenshagen-Daskow, Trinwillershagen u.a.",100045.716798378,334294797.832156
7635,83339,09189114,Chieming,Landkreis Traunstein,Bayern,4678,83339 Chieming,64784.9389585214,83788808.572451
7636,06888,15091375,Wittenberg,Landkreis Wittenberg,Sachsen-Anhalt,4391,06888 Wittenberg,78259.9607587985,121067841.114289
7637,08066,14524330,Zwickau,Landkreis Zwickau,Sachsen,15166,08066 Zwickau,33065.6244609296,37981292.3891151
7638,08309,14521170,Eibenstock,Erzgebirgskreis,Sachsen,8073,08309 Eibenstock,98016.5597342129,275333740.454897
7639,83308,09189157,Trostberg,Landkreis Traunstein,Bayern,11229,83308 Trostberg,75107.4321201704,115502548.022265
7640,04451,14729060,Borsdorf,Landkreis Leipzig,Sachsen,8212,04451 Borsdorf,35459.724304317,40442249.0494302
7641,83355,09189119,Grabenstätt,Landkreis Traunstein,Bayern,4183,83355 GrabenstÃ¤tt,74445.1067072696,83745382.4760029
7642,14797,12069306,Kloster Lehnin,Landkreis Potsdam-Mittelmark,Brandenburg,10849,14797 Lehnin,150765.676462798,532727576.835135
7643,17179,13072004,Altkalen,Landkreis Rostock,Mecklenburg-Vorpommern,6289,17179 Gnoien u.a.,186418.757057947,706016281.379872
7644,04654,14729140,Frohburg,Landkreis Leipzig,Sachsen,13477,04654 Frohburg,137894.279632797,367957205.102072
7645,84177,09279116,Gottfrieding,Landkreis Dingolfing-Landau,Bayern,2072,84177 Gottfrieding,61770.5137494745,61843830.0570098
7646,04618,16077011,Göpfersdorf,Landkreis Altenburger Land,Thüringen,2203,04618 Langenleuba-Niederhain,62829.0448914026,99330634.0361435
7647,08396,14524240,Oberwiera,Landkreis Zwickau,Sachsen,5363,08396 Waldenburg,73276.2614519099,98778289.0833182
7648,04567,14729220,Kitzscher,Landkreis Leipzig,Sachsen,5377,04567 Kitzscher,54496.6161770529,73724692.2303044
7649,14778,12069018,Beetzsee,Landkreis Potsdam-Mittelmark,Brandenburg,7663,"14778 Beetzsee, Wollin, Wenzlow, Golzow u.a.",95983.0862980265,353156018.145847
7650,92557,09376176,Weiding,Landkreis Schwandorf,Bayern,538,92557 Weiding,43700.0221887304,53040861.4461544
7651,17207,13071013,Bollewick,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,6814,17207 RÃ¶bel/MÃ¼ritz,132754.858865445,341103251.474621
7652,83324,09189140,Ruhpolding,Landkreis Traunstein,Bayern,6411,83324 Ruhpolding,90601.1436147417,326441847.265456
7653,14662,12063088,Friesack,Landkreis Havelland,Brandenburg,4073,14662 Friesack,136804.361921277,464725412.321746
7654,04683,14729020,Belgershain,Landkreis Leipzig,Sachsen,11809,04683 Naunhof,86135.9545902306,161297761.717947
7655,08141,14524250,Reinsdorf,Landkreis Zwickau,Sachsen,8052,08141 Reinsdorf,37366.905567285,52782071.691798
7656,08373,14524260,Remse,Landkreis Zwickau,Sachsen,1757,08373 Remse,35478.3183176395,36110185.5493643
7657,93483,09372147,Pösing,Landkreis Cham,Bayern,948,93483 PÃ¶sing,29142.7132414987,21456442.6565312
